Price_Band,R2,MdAPE,MAPE
0-25%,0.9643992915484629,1914.5600284074744,0.22407825991747554
26-50%,0.6464277164561651,30539.915269240853,0.06764898713492085
51-90%,0.7714528060134962,83268.6846759044,0.09326692731376995
91-100%,0.6352125470778223,258407.13683265727,0.12240207852731307
